mess_id,mess_name,city,food_type,monthly_price,seating_capacity,hygiene_score,taste_score,consistency_score,punctuality_score,avg_rating,total_reviews,complaint_ratio,retention_months,trust_score,veg_days_per_week,special_items_count
e785f871-8dde-4e53-bc3f-75fb3bd91d3a,Sai Mess,Pune,veg+nonveg,2226,45,4.38,3.75,5.0,4.02,4.29,104,0.22,8,3.74,6,5
9a9bbf9b-1ba7-4b00-91bd-ae666b035fae,HomeStyle Meals,Nagpur,veg+nonveg,3780,52,3.33,4.59,3.64,4.37,3.98,15,0.18,10,3.44,6,6
a715cceb-c5f7-4131-a5fd-8289a0f2a30f,Daily Thali,Pune,veg+egg,3424,127,5.0,4.24,3.25,4.67,4.29,97,0.51,8,3.66,7,4
4cc50664-0645-4461-b996-d4e45db296cd,Fresh Plate Mess,Aurangabad,veg+egg,3806,93,3.53,3.98,4.0,4.14,3.91,27,0.22,11,3.36,6,2
b7274e46-727d-4be5-b923-3f279bd65a3a,Smart Mess,Pune,veg,3502,95,3.67,4.74,4.16,3.56,4.03,146,0.35,1,3.48,7,8
98ea7949-41f5-4923-9bea-beb5327fef08,Campus Tiffin,Shirpur,veg,3945,139,4.6,3.82,3.34,4.19,3.99,162,0.05,5,3.61,6,7
a0c713b2-956b-40c2-83bd-d8c678a96f70,Hostel Bhojan,Nashik,veg+egg,4221,79,4.51,3.74,3.6,3.92,3.94,179,0.09,10,3.55,5,8
32f8e7be-cd3d-4fc2-8fba-3e76fab72772,Green Plate Mess,Mumbai,veg+nonveg,3557,133,3.79,4.44,3.2,4.47,3.97,95,0.05,7,3.53,7,2
5f37a3c5-4967-4ead-a20f-e95eca2c1b1c,Campus Tiffin,Aurangabad,veg+egg,3135,83,3.78,4.07,4.52,4.53,4.22,65,0.11,11,3.68,5,5
1c3ac343-3043-4efe-a1d7-bc926ec8ba15,Hostel Bhojan,Nashik,veg+nonveg,2483,75,3.72,3.58,3.44,3.92,3.66,165,0.03,8,3.27,7,1
fc057226-0939-47a3-975d-32b377549095,HomeStyle Meals,Pune,veg,4080,125,3.93,4.53,3.13,4.67,4.06,21,0.15,8,3.56,5,1
031ad496-c6ed-4502-b021-db6d958b0785,Annapurna Mess,Mumbai,veg+nonveg,3894,140,4.68,4.97,4.56,4.14,4.59,107,0.24,2,4.06,7,7
254a095b-9764-4da6-9d7a-09ccedb34f64,HomeStyle Meals,Shirpur,veg+nonveg,2507,108,3.1,4.41,3.55,3.77,3.71,194,0.17,9,3.22,5,8
e0e354d0-4924-4979-9392-5a963af3cba3,Sai Mess,Solapur,veg+nonveg,2757,77,4.2,5.0,4.15,4.25,4.4,171,0.04,3,3.96,5,8
42ee663c-4396-4f0a-b7ac-c84527fd79e8,Hostel Bhojan,Solapur,veg+egg,4222,136,4.93,3.59,3.73,4.27,4.13,90,0.07,8,3.73,5,6
4a07d9f5-b979-4dbe-b51e-b849b16f51db,Smart Mess,Nagpur,veg+egg,4455,78,3.39,3.7,4.18,4.0,3.82,125,0.05,9,3.35,6,6
7e745049-fcc2-4033-a0f7-dba4da2bb832,Maa Tiffin,Nagpur,veg,3530,143,2.97,4.2,4.09,4.5,3.94,26,0.35,5,3.26,7,2
c7a24be6-41e7-434f-aa77-7fac20593c67,Campus Tiffin,Solapur,veg+nonveg,4471,50,4.32,4.19,3.8,4.03,4.09,87,0.17,7,3.62,7,2
48c7da01-f9ad-4b39-b2bc-13f1a5cbdc08,Fresh Plate Mess,Nashik,veg+egg,2408,92,3.78,4.98,3.85,4.83,4.36,142,0.13,1,3.81,5,6
32dec7e3-17a5-490c-b031-6d8edd86abff,Annapurna Mess,Solapur,veg+egg,2932,136,4.39,3.31,4.01,3.54,3.81,27,0.2,2,3.38,7,1
e1c1de8a-5973-43e0-b594-487973575e71,Hostel Bhojan,Mumbai,veg,3486,86,3.08,3.88,3.88,4.29,3.78,57,0.15,4,3.24,7,7
bd72e978-9b6b-4977-ae7d-ecd8ab9c87c5,Fresh Plate Mess,Mumbai,veg,3226,55,4.7,4.58,3.8,4.28,4.34,107,0.44,4,3.74,5,8
f002f9bd-18ad-47ff-a570-59c56ca2b21b,Fresh Plate Mess,Mumbai,veg+egg,3403,112,3.31,4.18,3.48,4.47,3.86,108,0.28,2,3.26,6,4
1cee7349-a490-4e01-b1aa-60e14b430944,Maa Tiffin,Solapur,veg,2261,122,3.74,3.1,4.64,4.38,3.96,91,0.16,1,3.4,6,5
1643feee-3510-4d72-905a-212bc4effab2,Maa Tiffin,Nashik,veg+nonveg,3986,113,4.78,3.26,3.27,3.9,3.8,140,0.29,3,3.34,5,5
5bc93d62-37cb-4392-9e65-e35a4b93ded8,Green Plate Mess,Shirpur,veg,4480,141,4.41,3.78,2.69,4.39,3.82,107,0.28,9,3.32,7,8
49c125fe-0509-4ac7-88ad-2177a6b1f5ee,Annapurna Mess,Shirpur,veg+nonveg,2491,104,3.2,3.63,3.26,4.05,3.54,134,0.2,9,3.03,7,5
bb89fc3c-f713-4352-b6b5-0a887a6195ac,Campus Tiffin,Solapur,veg+nonveg,2670,121,3.26,3.82,3.74,4.16,3.74,82,0.36,12,3.12,5,7
24ce4ce4-189f-4b9d-9a9c-cb53385f75b7,Smart Mess,Nagpur,veg,3895,48,4.84,3.72,3.65,3.6,3.95,27,0.04,2,3.63,7,1
41cc1b1e-7dac-4a1d-9aac-fb32f2886f96,Campus Tiffin,Shirpur,veg+egg,2704,85,3.33,3.79,2.56,4.29,3.49,83,0.41,3,2.9,6,7
895a2ec5-8ced-4c20-87c8-deeb7446d67f,HomeStyle Meals,Aurangabad,veg+nonveg,4441,131,3.41,3.15,4.56,3.78,3.72,155,0.1,5,3.24,5,5
d988f27d-5562-4c19-b6f9-809465afd559,HomeStyle Meals,Mumbai,veg+egg,2475,85,4.47,4.06,3.43,4.34,4.07,172,0.23,6,3.58,5,2
05963f7f-858a-4fea-9354-2a273b35c3cc,Smart Mess,Pune,veg+egg,2497,71,4.14,4.23,3.57,3.25,3.8,140,0.42,6,3.29,5,8
c0bc5f28-5713-4ad4-8404-745f2519caf0,Daily Thali,Pune,veg+egg,2311,112,3.83,4.95,3.82,4.62,4.31,180,0.06,1,3.81,5,6
a05ae383-d169-4137-af8f-1f29b25f57c6,Sai Mess,Aurangabad,veg+egg,4218,108,3.57,4.36,5.0,4.24,4.29,91,0.02,1,3.79,5,2
f9c8efe7-882e-4462-9db7-d7507e0d2163,Daily Thali,Nashik,veg+egg,3245,79,4.47,3.47,3.67,4.08,3.92,18,0.1,8,3.5,6,3
9c0d2175-4165-463a-bd51-0fcfb37aa974,Student Kitchen,Mumbai,veg,2893,101,3.64,3.65,3.94,3.97,3.8,158,0.22,4,3.28,6,4
dbb74647-07c3-4a75-a9d8-40dc0d7248ff,Fresh Plate Mess,Solapur,veg,4324,135,4.2,3.63,4.16,4.5,4.12,33,0.15,5,3.6,7,5
9b529365-dfc7-44f2-b3cc-27820663a9e8,Maa Tiffin,Shirpur,veg,3601,128,2.72,4.76,3.5,4.74,3.93,198,0.26,12,3.29,6,3
b54bc1de-a1c3-499b-98f1-f88625e7c368,Hostel Bhojan,Nashik,veg,3794,112,4.58,3.81,3.37,4.39,4.04,106,0.05,12,3.63,6,7
e68a7147-bdef-4a92-b500-7b8a1366a22b,Green Plate Mess,Mumbai,veg+egg,2824,102,4.68,4.48,3.19,4.11,4.12,13,0.17,11,3.69,6,4
a3234ce4-92cb-4924-ab6a-1a8d5c470fbf,Smart Mess,Shirpur,veg,4274,139,3.99,4.61,4.35,4.29,4.31,66,0.02,7,3.85,7,8
a24d0fd8-55ee-4f82-8c9f-51443987891f,Smart Mess,Shirpur,veg+nonveg,2911,127,3.2,3.47,3.74,4.0,3.6,52,0.4,2,2.98,6,6
6701c14b-7454-44cb-9c08-b3267a93ebd2,Hostel Bhojan,Pune,veg+egg,3403,51,3.24,2.96,3.98,4.6,3.7,72,0.25,3,3.07,7,3
77140dce-a183-471c-9b41-be09d8911092,Student Kitchen,Nashik,veg+nonveg,3516,45,3.16,3.91,5.0,4.22,4.07,94,0.32,4,3.4,6,1
9ac7e0df-e5ea-439d-b0ea-c96db390fcd2,Annapurna Mess,Nashik,veg+egg,2450,87,4.0,3.54,4.02,4.03,3.9,96,0.22,1,3.38,7,3
c0e5bb8f-0310-4ffd-a87c-c2a8aa89c13c,Daily Thali,Pune,veg+nonveg,2450,65,3.28,4.15,4.07,4.18,3.92,180,0.32,7,3.3,6,5
fe87de45-260a-4e13-a817-e20dcb02a41d,Shree Mess,Solapur,veg+nonveg,4429,100,3.11,4.25,4.32,4.01,3.92,191,0.16,1,3.38,5,6
0900bfd1-9f78-4a30-a070-ba1a03598e72,Annapurna Mess,Solapur,veg,2686,64,4.9,5.0,3.91,3.52,4.33,175,0.11,12,3.97,5,8
67154206-d0fb-4552-8ac2-e37d7605506d,Shree Mess,Nagpur,veg+nonveg,2403,72,4.36,4.01,3.94,3.86,4.04,107,0.38,5,3.49,5,3
64249fe3-3e2c-4902-8008-ef6b07fe7981,Hostel Bhojan,Aurangabad,veg+nonveg,3363,131,3.92,4.69,5.0,4.04,4.41,173,0.06,10,3.92,7,2
66386878-f2fb-4687-ab61-70b8f1719048,Hostel Bhojan,Mumbai,veg+egg,2239,100,3.61,3.23,4.58,4.89,4.08,116,0.18,10,3.45,5,7
2fb627a3-a740-4bf6-a197-1d720e798054,Shree Mess,Pune,veg+egg,3753,82,3.5,3.96,3.53,4.12,3.78,165,0.27,10,3.23,7,7
cb5950a2-a0a7-4c6d-9a51-72f55d6ae1a4,Fresh Plate Mess,Nagpur,veg+nonveg,2957,140,3.62,4.2,3.87,3.6,3.82,58,0.28,4,3.31,6,6
7fd73527-b1d3-4f04-8957-8f31c9c08a78,Smart Mess,Aurangabad,veg+egg,2316,72,4.1,3.26,3.2,4.85,3.85,54,0.17,6,3.33,6,7
47889ba1-749a-400f-b918-7841edf33073,Hostel Bhojan,Solapur,veg+nonveg,4021,138,3.43,3.98,3.98,4.35,3.94,57,0.14,10,3.4,6,5
a8476c96-b2cb-4509-a6e0-41503a5c9ee6,Campus Tiffin,Shirpur,veg+egg,4367,128,3.83,4.18,3.48,3.95,3.86,143,0.1,11,3.43,6,6
b53809e0-3e64-4b1c-8a3e-828cb35bbe8d,Smart Mess,Pune,veg+egg,4357,86,3.09,3.69,3.8,3.81,3.6,80,0.2,6,3.08,6,7
e4624ad1-94bd-44e9-8105-473ba0f5b515,Campus Tiffin,Pune,veg+egg,2436,133,3.75,4.08,4.31,3.98,4.03,147,0.08,4,3.56,7,8
1b81815b-ed21-49c3-96e2-0d05af69e209,Shree Mess,Aurangabad,veg+egg,3844,40,3.01,3.78,3.33,3.84,3.49,33,0.03,6,3.08,5,2
d77cab4b-f20a-41b5-93ca-c1be9ca5b7be,Shree Mess,Shirpur,veg,4297,81,5.0,3.71,4.61,3.55,4.22,112,0.17,6,3.8,6,6
4690b52b-daa0-42bf-80b3-f1b42d8f3ae8,Sai Mess,Aurangabad,veg+nonveg,2240,138,4.13,4.64,4.11,3.94,4.2,112,0.19,12,3.72,6,2
e67719bf-186f-4894-ae0d-5147faaafc3e,Campus Tiffin,Aurangabad,veg+nonveg,3409,53,3.22,3.78,3.98,4.79,3.94,176,0.14,5,3.36,5,5
f1d17d98-2ff5-465a-ba72-10a3dd0fa396,Annapurna Mess,Solapur,veg,2959,89,3.96,4.08,4.21,4.06,4.08,154,0.05,5,3.63,6,8
16725399-aae7-45ea-b412-24950cb6d617,Smart Mess,Shirpur,veg+nonveg,3236,102,4.53,3.5,5.0,3.77,4.2,135,0.11,4,3.74,6,1
2f986924-fa5d-48cc-b9a3-3858b3d45ad1,Hostel Bhojan,Nagpur,veg,2851,43,3.93,4.33,3.99,4.33,4.14,167,0.37,5,3.52,5,8
ed50b5fb-412d-494c-8c73-63e06e4fc822,Sai Mess,Aurangabad,veg,2588,81,4.37,3.67,3.77,4.19,4.0,118,0.35,2,3.44,6,5
8b6de60b-b05e-4dea-ab87-a8640e25debd,Hostel Bhojan,Mumbai,veg,2698,82,3.64,3.42,3.55,3.67,3.57,58,0.39,1,3.01,5,4
32a4af8d-15e0-4dbb-96c0-26d13a43988a,Fresh Plate Mess,Nagpur,veg+nonveg,3852,110,4.21,3.62,4.3,4.16,4.07,128,0.41,3,3.45,5,1
8fdd42b9-4472-4341-b94a-289687f99369,Shree Mess,Pune,veg,3461,122,4.11,3.69,3.89,4.21,3.98,51,0.27,4,3.43,5,4
c1f0db40-ac83-4951-8721-46fdc9ed4684,Daily Thali,Nagpur,veg+nonveg,2835,63,3.78,4.18,4.05,3.92,3.98,187,0.31,10,3.42,6,5
78da00f5-d568-4d57-a36b-8a512412afd7,Daily Thali,Pune,veg+egg,3079,40,3.69,3.67,4.19,4.36,3.98,82,0.25,8,3.39,5,5
2861f334-c51b-48b2-bc21-8fc7ba07445d,Fresh Plate Mess,Mumbai,veg+nonveg,3326,82,3.39,4.1,3.58,3.95,3.76,86,0.27,6,3.22,5,5
23a2a53b-d112-45c7-b33e-ed811f313670,Green Plate Mess,Nagpur,veg+nonveg,2264,46,3.7,4.4,3.41,3.9,3.85,46,0.14,7,3.41,6,3
6ad6a7c8-2bfa-4cde-9a77-bee8dc4b9c6d,HomeStyle Meals,Shirpur,veg,2297,60,4.81,3.33,3.29,3.85,3.82,146,0.21,2,3.41,5,4
935a3773-3ff0-4b8d-bb4c-91aba41c3b2a,Green Plate Mess,Solapur,veg+nonveg,3946,90,4.62,3.91,3.73,4.06,4.08,29,0.47,12,3.48,6,7
3673a3ea-1eac-46fb-a992-67f4c9c72b59,Shree Mess,Mumbai,veg+nonveg,2706,60,4.26,3.38,3.73,4.19,3.89,47,0.32,11,3.34,6,8
9e76af23-8198-43dd-891d-9a9fcbdc730d,HomeStyle Meals,Nagpur,veg,3772,111,3.73,4.06,3.69,3.87,3.84,126,0.36,6,3.27,5,8
4804cd15-4cb4-4981-8cd2-d804b79af693,Shree Mess,Nashik,veg+nonveg,4022,53,4.08,3.57,3.41,3.91,3.74,55,0.11,7,3.33,5,8
9be5da44-6311-4f51-98d9-3f8ba05b2295,Fresh Plate Mess,Pune,veg+egg,3283,87,3.7,4.26,4.02,4.33,4.08,39,0.14,11,3.56,6,2
5fef3f01-2e34-448e-b9b9-825de3a8a2ac,Daily Thali,Nagpur,veg+egg,4017,42,4.51,4.15,4.39,3.97,4.26,95,0.11,1,3.81,5,2
81772dc7-4f3d-43c1-9ec6-e8822cfb4edf,Smart Mess,Nashik,veg,3433,146,4.39,3.55,3.25,4.33,3.88,45,0.17,7,3.42,5,2
da130aa3-3036-4a93-b06f-9cb9ab2dd56f,Green Plate Mess,Nagpur,veg+nonveg,4336,140,3.54,2.99,4.0,3.99,3.63,157,0.2,9,3.11,7,1
c108bd7e-2adf-4d1b-8cdc-e482ba9fbb6c,Daily Thali,Nagpur,veg+egg,3629,125,3.37,4.25,4.23,4.29,4.04,112,0.13,1,3.5,7,1
7a0b1d96-b618-4900-96f7-784f49589580,Student Kitchen,Nagpur,veg+egg,3225,142,4.27,4.49,3.52,3.82,4.02,180,0.12,4,3.62,5,1
12939931-2763-4025-83bf-8da8ede37b9b,Smart Mess,Pune,veg+nonveg,4220,61,3.9,4.17,3.47,4.65,4.05,58,0.14,5,3.53,6,2
787a131d-42ba-4c68-bb3f-066169a8f917,Student Kitchen,Nagpur,veg+nonveg,3982,65,3.22,3.91,3.27,4.12,3.63,72,0.35,1,3.04,7,1
961f8409-73b2-4850-9763-1dbb74def6a5,Hostel Bhojan,Nashik,veg+egg,3495,55,3.74,4.83,2.71,4.51,3.95,192,0.07,2,3.51,6,3
3c53dabf-e2ac-4255-b4b5-e2f02aaf3d1b,HomeStyle Meals,Solapur,veg+egg,4143,78,3.59,3.61,3.8,3.79,3.7,94,0.19,3,3.21,5,8
d6c87752-8154-43a6-90a5-3ca591a65a36,Campus Tiffin,Mumbai,veg,3274,115,4.49,3.13,4.75,3.61,4.0,25,0.23,10,3.51,7,1
04adac01-94ef-437f-9cbe-de4547c9078d,Campus Tiffin,Mumbai,veg+egg,3140,137,3.72,4.26,3.54,4.83,4.09,151,0.28,12,3.47,6,3
96fe8410-0628-4f16-85c9-ad2bd7a784ef,Shree Mess,Solapur,veg+nonveg,3165,57,4.09,4.18,4.17,4.38,4.2,54,0.14,3,3.69,7,7
e75a4a56-b50b-49be-bb11-782d5daaee37,Student Kitchen,Nagpur,veg+nonveg,4246,66,4.36,4.08,2.83,3.1,3.59,139,0.25,5,3.23,6,5
9c5450a5-15b9-4ec4-b052-6c7be7e9b538,Hostel Bhojan,Mumbai,veg+nonveg,3283,100,3.49,4.42,3.45,4.0,3.84,120,0.35,2,3.27,6,6
0912d5ab-a6ea-42e7-a004-c0f321492886,Daily Thali,Pune,veg+egg,3425,92,4.18,4.39,4.22,4.17,4.24,59,0.25,12,3.7,6,1
3f609c13-cfc8-4df1-a999-bf2957d53d22,HomeStyle Meals,Shirpur,veg+egg,3884,103,3.71,3.75,3.71,3.49,3.66,138,0.04,2,3.3,5,4
71bab513-eeb1-44db-a4a4-b59ceb4fd204,Smart Mess,Pune,veg+egg,4247,98,3.55,3.62,2.98,4.14,3.57,170,0.1,12,3.14,7,2
acb61ad2-83d7-4e80-8f6a-ecdba58b41db,Daily Thali,Nashik,veg+egg,4429,48,3.78,3.33,3.52,4.3,3.73,132,0.01,6,3.31,6,6
5de4ff8a-6b1c-4d77-a29c-b25b2f46f02a,Hostel Bhojan,Solapur,veg,2236,141,3.16,3.82,4.82,4.15,3.99,95,0.22,12,3.38,7,6
21ce4c16-199c-44c4-a940-3b55c752c81c,Smart Mess,Aurangabad,veg,2955,69,5.0,3.69,2.4,4.42,3.88,177,0.17,5,3.48,7,6
f4f064ed-199d-4292-a544-49809292b10c,Student Kitchen,Nashik,veg,2553,66,4.3,3.76,3.33,3.52,3.73,14,0.45,3,3.2,7,7
a0bae1c6-5150-44b3-b8fe-045422d8736a,Shree Mess,Solapur,veg+nonveg,3207,135,4.58,4.22,4.34,4.1,4.31,163,0.21,3,3.81,6,3
2449be77-64ee-4d30-a0ef-1a0e05ea106e,Fresh Plate Mess,Nashik,veg+egg,2974,103,3.42,3.96,3.27,4.61,3.82,12,0.01,9,3.36,6,6
e5362a9a-c525-40ac-a945-466bd71f3dd7,Shree Mess,Solapur,veg,3570,109,3.64,4.28,4.33,4.21,4.12,66,0.05,10,3.63,7,4
34d8bd60-e073-44a4-9624-f5ca79d84b1e,Daily Thali,Mumbai,veg+nonveg,3404,76,4.32,3.48,4.1,4.7,4.15,155,0.08,4,3.65,5,3
151432a9-cc1c-42ed-ba96-114e4e32d1a1,HomeStyle Meals,Mumbai,veg+nonveg,4217,70,3.82,4.36,4.4,4.15,4.18,125,0.26,1,3.61,5,8
5d41de85-6d0f-492a-b5d8-9baa8f343f59,Sai Mess,Pune,veg+nonveg,2396,64,1.9,3.49,4.64,3.82,3.46,145,0.19,2,2.85,6,7
cb77b4b4-9fdd-466a-abc7-198064c6a286,Sai Mess,Pune,veg,3127,136,4.62,3.49,4.39,3.97,4.12,39,0.22,7,3.62,7,1
17013c70-99ab-46c7-a594-2167787a53ed,Hostel Bhojan,Aurangabad,veg,2723,125,4.55,5.0,3.35,3.69,4.15,124,0.09,8,3.79,5,3
1340f0a6-3104-4dc7-afa3-6634fd1c9c82,HomeStyle Meals,Solapur,veg+egg,2909,111,2.64,4.29,4.82,4.13,3.97,141,0.04,12,3.43,5,1
b1342981-a237-4ce9-9f9e-464218b234c7,Fresh Plate Mess,Pune,veg+nonveg,4070,112,4.12,5.0,3.84,4.02,4.24,175,0.27,12,3.72,6,7
784806ac-4504-4dcf-b70b-7684756e2ce6,Fresh Plate Mess,Nagpur,veg+egg,4032,87,3.38,4.2,3.89,3.27,3.68,79,0.25,1,3.21,6,2
e7731fff-f217-4f55-8ab2-6e33c27f4ea1,Hostel Bhojan,Nashik,veg+nonveg,3212,78,4.77,3.45,3.87,4.02,4.03,178,0.16,5,3.59,6,7
82da8ed8-c285-4b7f-953f-757e4b0cf8de,Shree Mess,Pune,veg,3147,143,4.34,3.76,4.39,3.72,4.05,31,0.28,11,3.54,6,3
99340af6-d8ab-470c-9729-59c6de957b43,Smart Mess,Nashik,veg+nonveg,2673,98,3.91,4.5,3.46,4.22,4.02,199,0.3,2,3.47,5,6
c4eb03d3-9b88-4289-9c6e-74a0300b97d8,Shree Mess,Pune,veg+nonveg,4093,83,3.17,3.07,3.06,4.51,3.45,48,0.26,1,2.88,6,3
e9046677-942d-4818-a479-99935de833d1,Shree Mess,Shirpur,veg+egg,3784,116,4.37,4.35,3.75,4.41,4.22,103,0.25,9,3.68,7,2
9c3d791d-6622-41dc-94a5-e37fd68d3a74,Sai Mess,Nashik,veg+nonveg,4146,86,3.83,3.62,4.63,4.6,4.17,183,0.17,4,3.59,5,1
03b9268d-84bc-4e50-8c63-99fb4b362a33,Green Plate Mess,Mumbai,veg+egg,4143,43,2.46,4.46,3.7,3.26,3.47,53,0.15,4,3.01,5,2
75c9966c-3c73-454a-92c2-69a0810c6f52,Campus Tiffin,Nashik,veg+nonveg,3829,132,4.34,4.14,3.74,4.2,4.11,66,0.1,6,3.66,5,2
39d62d67-5c38-4712-8b67-2b6ec1a8a6d1,Hostel Bhojan,Mumbai,veg+nonveg,3829,127,4.05,4.4,3.79,4.05,4.07,74,0.17,7,3.6,6,4
6908918d-3b89-4a97-a788-63f9b10258da,Daily Thali,Pune,veg,3629,58,3.08,3.74,3.51,4.21,3.64,78,0.12,6,3.13,5,2
e5df1837-290d-4cd7-890d-9cbe81a3df47,Smart Mess,Aurangabad,veg+egg,3270,43,4.15,3.08,4.03,4.1,3.84,89,0.3,12,3.29,6,4
8de4372f-4c59-4410-9122-014769b5815d,Shree Mess,Shirpur,veg,3953,101,3.91,3.44,3.13,4.37,3.71,21,0.03,9,3.3,6,4
06a52eb1-569a-46a4-b689-7cac275b74a9,HomeStyle Meals,Mumbai,veg,3286,70,3.47,4.21,3.99,4.14,3.95,72,0.13,3,3.45,5,8
db785502-f9ee-4583-a4c0-f2bc423b58d2,Maa Tiffin,Pune,veg+nonveg,3996,41,4.38,3.22,3.74,3.41,3.69,102,0.24,1,3.26,6,8
dfdc34c5-af94-44e2-a337-62cbbd57f280,Student Kitchen,Mumbai,veg,4017,87,3.99,3.87,3.34,4.21,3.85,173,0.38,5,3.27,7,7
caaee9c9-9eca-421b-9eeb-5dff82dddc8d,Sai Mess,Pune,veg,3024,132,5.0,3.59,3.8,4.09,4.12,190,0.36,9,3.59,6,6
7763db47-5251-41fe-bb17-f553dbeac8d6,Daily Thali,Pune,veg+nonveg,4213,52,3.87,3.14,3.58,4.14,3.68,130,0.05,5,3.26,6,8
bf5d4bed-fdd4-49d0-b3f3-e7e3b725ed26,Daily Thali,Nashik,veg+nonveg,3922,55,4.46,3.86,3.44,3.18,3.74,84,0.18,2,3.38,5,5
fe2d28fd-9c52-417c-a954-8f963c31c1fa,Campus Tiffin,Nagpur,veg+egg,4130,99,3.18,4.14,3.98,4.26,3.89,15,0.13,12,3.36,7,8
8462c605-c8be-4f06-af54-26bfd61bb284,HomeStyle Meals,Nashik,veg,2834,95,3.33,3.94,3.17,4.69,3.78,156,0.37,12,3.14,7,5
e395ca0d-1890-4be1-9685-1854b8c4a843,Campus Tiffin,Mumbai,veg+nonveg,3765,141,4.56,4.22,3.49,3.83,4.03,181,0.1,12,3.65,5,4
95baca6f-6c94-4a57-8bc8-0cccac62524d,Hostel Bhojan,Aurangabad,veg+nonveg,2931,71,3.34,4.35,3.83,3.88,3.85,185,0.2,6,3.34,5,8
2c6b3863-0df2-4bcc-83f6-cdd217bf2448,Shree Mess,Shirpur,veg,4152,148,4.19,3.96,3.01,4.85,4.0,105,0.14,7,3.51,7,4
64f6cb21-517b-4b21-a3bf-d06ef4742f71,Campus Tiffin,Pune,veg+nonveg,3658,43,3.29,4.46,4.45,4.61,4.2,49,0.09,4,3.64,7,7
fbe4831b-14b1-4432-8dbb-4919a8ba23bd,Smart Mess,Nashik,veg,3822,100,3.86,3.84,4.06,3.94,3.92,24,0.32,6,3.36,6,8
a628d589-aa87-4ed5-a919-2f4039efa304,Annapurna Mess,Aurangabad,veg+nonveg,2363,116,4.18,3.36,3.88,3.99,3.85,94,0.24,6,3.35,5,7
13e404b4-5da9-471c-9efa-801374df27a0,Maa Tiffin,Nagpur,veg,4495,53,3.42,4.7,2.85,4.39,3.84,114,0.48,12,3.19,5,6
cfb6fa13-7dc1-4d92-8edb-09e93240f395,Campus Tiffin,Pune,veg+egg,4480,146,3.2,4.22,3.64,4.11,3.79,195,0.41,1,3.15,5,4
f74c5e46-df1d-4636-8b42-25f4ebe91116,Green Plate Mess,Pune,veg,2776,146,4.01,3.91,3.1,4.15,3.79,20,0.26,8,3.29,5,4
a8b5a9c9-4a8e-464c-b0d7-588bb3e569ee,Fresh Plate Mess,Nashik,veg+nonveg,3979,97,5.0,4.39,3.18,3.9,4.12,46,0.04,6,3.8,6,2
a45c2e3f-4e1e-4401-8a6a-cb8ef49284ae,HomeStyle Meals,Mumbai,veg+egg,2903,139,3.25,4.49,3.58,4.2,3.88,195,0.22,11,3.33,6,1
905ac685-979e-4323-bf3b-8dbb1d82d7e8,Annapurna Mess,Nagpur,veg+egg,4484,80,4.48,4.22,4.55,4.23,4.37,64,0.13,6,3.88,7,2
e391c03a-4fca-4f2e-9df2-c71ad7014d49,Hostel Bhojan,Shirpur,veg,2471,47,2.94,4.19,4.57,4.28,4.0,72,0.11,12,3.43,5,3
5d992bea-3ee4-4af5-a797-59142e0d37c5,Hostel Bhojan,Mumbai,veg,3005,45,4.38,3.8,4.68,3.93,4.2,85,0.21,2,3.68,5,4
e1af3b94-2694-450b-968f-687c396b5f0c,HomeStyle Meals,Nagpur,veg,3242,97,4.45,3.62,2.69,4.68,3.86,31,0.35,2,3.31,5,4
35e37707-135d-4191-825a-0df4e0a3fd17,Hostel Bhojan,Shirpur,veg+nonveg,3628,48,3.77,3.64,3.46,4.19,3.77,81,0.16,12,3.28,5,3
d12d74c5-5b7d-4df1-b465-2a779726e469,Student Kitchen,Nagpur,veg+egg,3083,112,4.31,3.96,4.37,3.67,4.08,96,0.29,7,3.56,6,8
0692b41c-7bb8-4f20-8570-e8667bdb58d4,Hostel Bhojan,Nagpur,veg,2886,94,4.53,3.7,3.56,4.36,4.04,163,0.12,12,3.59,7,3
14d70ee1-efeb-420e-b5ed-2fd3fbc331e4,Maa Tiffin,Pune,veg+nonveg,2753,135,4.1,3.78,2.83,4.38,3.77,106,0.21,4,3.29,7,7
4b0db937-a314-49a9-bafe-24ff9c645da0,Daily Thali,Solapur,veg,3968,101,2.09,3.3,3.42,5.0,3.45,132,0.26,3,2.76,5,2
df86df2a-6e29-4cdf-8d6b-2357d18bd94d,Smart Mess,Mumbai,veg+nonveg,4207,84,4.32,3.53,3.69,4.0,3.88,89,0.08,8,3.48,5,7
4f9ec45a-32ad-4b60-81f3-b1f8902052f0,Shree Mess,Shirpur,veg+nonveg,3375,142,4.12,3.8,3.47,4.03,3.86,175,0.12,5,3.42,5,8
83bc775a-6c17-457c-8fa3-92b3941b1872,Hostel Bhojan,Nashik,veg+nonveg,2942,141,4.18,4.24,4.09,4.15,4.16,173,0.14,3,3.68,6,5
8cbb62ea-eabd-448c-8b7c-e150d01eb517,Fresh Plate Mess,Pune,veg+egg,3147,121,4.23,4.02,3.44,3.84,3.88,107,0.03,2,3.52,7,6
569030a5-9ed1-4b85-bd3c-478a449947f5,Student Kitchen,Pune,veg+nonveg,3271,106,1.88,4.11,4.04,3.55,3.4,158,0.28,9,2.79,7,6
